0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC128013.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC363501.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC363502.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC363503.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC363504.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC379322.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC432639.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC467121.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC467122.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC531557.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC585802.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC606253.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC616997.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC639039.ogg
0,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abethr1/XC756300.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC120250.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC120251.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC127317.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC127318.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC128202.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC132733.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC138433.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC153687.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC153688.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC153689.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC153690.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC186252.ogg
1,/storage/data/tongshq/kaggle/birdclef/birdclef-2023/train_audio/abhori1/XC188925.ogg
